1397194824 27
1397195063 63
1397199217 138001
1397202382 138170
1397202803 138170
1397204095 138174
1397204309 138177
1397204737 138177
1397205044 149790
1397205476 149805
1397206391 149805
1397208521 149805
1397208603 149804
1397238816 149813
1397239960 149828
1397240995 149822
1397241532 149822
1397242091 149823
1397243225 149845
1397277316 149836
1397278028 149848
1397310393 139489
1397566111 151029
1398081304 151029
1398126994 151029
1398143740 154247
1398293991 161191
1398294846 154247
1398294956 161224
1398663984 161607
1398697969 161585
1398779351 161586
1398859417 161586
1398937913 161604
1399189278 161609
1399189352 161610
1399189478 161610
1399189600 161611
1399246566 161612
1399263901 161612
1399263915 161611
1399264069 161612
1399264167 161612
1399264249 161611
1399264352 161612
1399265326 161646
1399265378 161647
1399267167 161721
1399267401 161721
1399267580 161724
1399268369 161755
1399273404 161780
1399276934 161864
1399276952 161864
1399278558 161893
1399308864 161901
1399309566 161903
1399311571 161915
1399311736 161915
1399312040 161915
1399312201 161915
1399358185 161933
1399358608 161933
1399359793 161936
1399365392 162058
1399365439 162062
1399368139 162070
1399368575 162069
1399369016 162073
1399378591 162229
1399379574 162263
1399380016 162264
1399380167 162265
1399381143 162277
1399386323 162277
1399387248 162281
1399387861 162304
1399388713 162312
1399388846 162313
1399389095 162313
1399390307 162313
1399396457 162313
1399397009 162313
1399398234 162314
1399400929 164193
1399401617 164194
1399527343 164194
1399549059 164229
1399549307 164244
1399550353 164233
1399550448 164233
1399550486 164233
1399550554 164233
1399562834 164233
1399630564 164231
1399631403 164249
1399658676 164348
1399658823 164349
1399658917 164351
1399659228 164351
1400083047 164356
1400083404 164358
1400210752 164378
1400212168 164374
1400212430 164375
1400213815 164375
1400213844 164375
1400564269 164375
1400564477 164375
1400608604 164375
1400609701 164375
1400610672 164375
1400611011 164385
1400702941 164385
1400813927 164380
1400898723 164384
1401051287 164385
1401141336 164384
1401141488 164384
1401141534 164384
1401874837 164386
1401874916 164386
1402043962 164385
1402643106 365596
1403428314 933738
1403627257 935475
1403627699 1186340
1403802324 1195712
1403806207 1195711
1403902449 1195710
1403979863 1195710
1404078703 1195710
1404079298 1195709
1404079529 1195709
1404079857 1195709
1404080345 1195709
1404080507 1195719
1404081150 1195719
1404578146 1195719
1407042662 1195721
1407043087 1195721
1407166555 1195723
1409048004 1195727
1409048113 1197661
1409050055 1197662
1409052757 1197662
1409054415 1197662
1409054512 1197662
1409054770 1197666
1409054892 1197666
1409081325 1197670
1409416894 1197670
1410596193 1197670
1413954712 1197670
1414581818 1197670
1415636071 1197671
1415637796 1197672
1415875079 1197672
1416074347 1197672
1416074365 1197673
1417891275 1197701
1417921793 1197701
1417922198 1197701
1417966497 1197701
1417968035 1197707
1418169740 1197707
1418169991 1197707
1418176223 1197828
1418177857 1197838
1418178726 1197837
1418493945 1197841
1418659282 1197841
1418767703 1197844
1418768502 1197843
1418768831 1197845
1418773835 1197845
1418811619 1197845
1418958837 1197842
1419338028 1197843
1419654313 1197843
1419935240 1197847
1419936692 1197860
1419957355 1197859
1420903401 1197865
1422461945 1197865
1422462007 1197843
1422462055 1197842
1422480459 1197842
1423210566 1197841
1423210600 1197823
1423271803 1197839
1423551069 1197839
1423557578 1197839
1423557951 1197832
1423775324 1197854
1423838606 1197868
1424051602 1197843
1424284517 1197869
1424285083 1197869
1424854594 1197871
1426533945 1197871
1426534643 1197849
1426534770 1197847
1426534836 1197843
1426537748 1197843
1426537914 1197845
1426546328 1197840
1426546594 1197840
1426554270 1197840
1428255410 1197845
1428255736 1197850
1429085637 1197850
1429169403 1197859
1429173721 1197866
1429178489 1197866
1429178919 1197866
1429178993 1197863
1429183431 1197935
1429183468 1197941
1429183539 1197941
1429183862 1197941
1429184027 1197941
1429184282 1197941
1429184414 1197944
1429950505 3082357
1429951493 3082357
1429951509 3082357
1429953182 3082359
1430036884 4658
1430159872 4659
1430159889 4688
1430160104 4689
1430173308 4689
1430372072 4689
1430466706 4689
1430468048 4689
1430468094 4689
1430468518 4689
1430469131 4690
1430469822 4690
1430469855 4690
1430469938 4690
1430469979 4687
1430699418 4691
1430699905 4702
1430699968 4706
1430700226 4716
1430709029 4717
1430709678 4721
1430711727 4693
1430711768 4694
1430711920 4694
1430712143 4694
1430713614 4700
1430724161 4700
1430725219 4659
1430728235 4668
1430730184 4668
1430730288 4662
1430756262 4664
1430756283 4669
1430757404 4669
1430817347 4638
1430817457 4640
1430831044 4640
1430831119 4640
1431025888 4640
1431372903 4599
1431372970 4599
1431372985 4599
1431496567 4641
1431496593 4644
1431497832 4603
1431497900 4608
